Date,Ticker,monthly_return,monthly_return_avg,monthly_return_hi,monthly_return_lo
2025-01-01,ADP,0.03,0.0094,0.0448,-0.026
2025-02-01,ADP,0.03,0.0094,0.0448,-0.026
2025-03-01,ADP,-0.03,0.0094,0.0448,-0.026
2025-04-01,ADP,-0.01,0.0094,0.0448,-0.026
2025-05-01,ADP,0.07,0.0094,0.0448,-0.026
2025-06-01,ADP,-0.05,0.0094,0.0448,-0.026
2025-07-01,ADP,0.0036,0.0094,0.0448,-0.026
2025-08-01,ADP,-0.01,0.0094,0.0448,-0.026
2025-09-01,ADP,-0.02,0.0094,0.0448,-0.026
2024-08-01,ADSK,0.04,0.0162,0.0634,-0.0309
2024-09-01,ADSK,0.06,0.0162,0.0634,-0.0309
2024-10-01,ADSK,0.02,0.0162,0.0634,-0.0309
2024-11-01,ADSK,0.02,0.0162,0.0634,-0.0309
2024-12-01,ADSK,0.01,0.0162,0.0634,-0.0309
2025-01-01,ADSK,0.05,0.0162,0.0634,-0.0309
2025-02-01,ADSK,-0.12,0.0162,0.0634,-0.0309
2025-03-01,ADSK,-0.04,0.0162,0.0634,-0.0309
2025-04-01,ADSK,0.04,0.0162,0.0634,-0.0309
2025-05-01,ADSK,0.07,0.0162,0.0634,-0.0309
2025-06-01,ADSK,0.04,0.0162,0.0634,-0.0309
2025-07-01,ADSK,-0.02,0.0162,0.0634,-0.0309
2025-08-01,ADSK,0.03,0.0162,0.0634,-0.0309
2025-09-01,ADSK,0.03,0.0162,0.0634,-0.0309
2024-08-01,AEE,0.04,0.0166,0.055,-0.0217
2024-09-01,AEE,0.05,0.0166,0.055,-0.0217
2024-10-01,AEE,-0.004,0.0166,0.055,-0.0217
2024-11-01,AEE,0.08,0.0166,0.055,-0.0217
2024-12-01,AEE,-0.05,0.0166,0.055,-0.0217
2025-01-01,AEE,0.05,0.0166,0.055,-0.0217
2025-02-01,AEE,0.07,0.0166,0.055,-0.0217
2025-03-01,AEE,-0.01,0.0166,0.055,-0.0217
2025-04-01,AEE,-0.01,0.0166,0.055,-0.0217
2025-05-01,AEE,-0.02,0.0166,0.055,-0.0217
2025-06-01,AEE,-0.0087,0.0166,0.055,-0.0217
2025-07-01,AEE,0.05,0.0166,0.055,-0.0217
2025-08-01,AEE,-0.01,0.0166,0.055,-0.0217
2025-09-01,AEE,0.0085,0.0166,0.055,-0.0217
2024-08-01,AEP,0.02,0.0084,0.05,-0.0333
2024-09-01,AEP,0.02,0.0084,0.05,-0.0333
2024-10-01,AEP,-0.03,0.0084,0.05,-0.0333
2024-11-01,AEP,0.01,0.0084,0.05,-0.0333
2024-12-01,AEP,-0.07,0.0084,0.05,-0.0333
2025-01-01,AEP,0.06,0.0084,0.05,-0.0333
2025-02-01,AEP,0.07,0.0084,0.05,-0.0333
2025-03-01,AEP,0.02,0.0084,0.05,-0.0333
2025-04-01,AEP,-0.0085,0.0084,0.05,-0.0333
2025-05-01,AEP,-0.04,0.0084,0.05,-0.0333
2025-06-01,AEP,0.0026,0.0084,0.05,-0.0333
2025-07-01,AEP,0.08,0.0084,0.05,-0.0333
2025-08-01,AEP,-0.01,0.0084,0.05,-0.0333
2025-09-01,AEP,-0.02,0.0084,0.05,-0.0333
2024-08-01,AES,-0.03,-0.0217,0.111,-0.1544
2024-09-01,AES,0.15,-0.0217,0.111,-0.1544
2024-10-01,AES,-0.19,-0.0217,0.111,-0.1544
2024-11-01,AES,-0.23,-0.0217,0.111,-0.1544
2024-12-01,AES,-0.01,-0.0217,0.111,-0.1544
2025-01-01,AES,-0.15,-0.0217,0.111,-0.1544
2025-02-01,AES,0.05,-0.0217,0.111,-0.1544
2025-03-01,AES,0.06,-0.0217,0.111,-0.1544
2025-04-01,AES,-0.21,-0.0217,0.111,-0.1544
2025-05-01,AES,0.009,-0.0217,0.111,-0.1544
2025-06-01,AES,0.04,-0.0217,0.111,-0.1544
2025-07-01,AES,0.22,-0.0217,0.111,-0.1544
2025-08-01,AES,0.02,-0.0217,0.111,-0.1544
2025-09-01,AES,-0.04,-0.0217,0.111,-0.1544
2024-08-01,AFL,0.14,0.007,0.068,-0.0541
2024-09-01,AFL,0.01,0.007,0.068,-0.0541
2024-10-01,AFL,-0.06,0.007,0.068,-0.0541
2024-11-01,AFL,0.08,0.007,0.068,-0.0541
2024-12-01,AFL,-0.09,0.007,0.068,-0.0541
2025-01-01,AFL,0.03,0.007,0.068,-0.0541
2025-02-01,AFL,0.01,0.007,0.068,-0.0541
2025-03-01,AFL,0.01,0.007,0.068,-0.0541
2025-04-01,AFL,-0.02,0.007,0.068,-0.0541
2025-05-01,AFL,-0.04,0.007,0.068,-0.0541
2025-06-01,AFL,0.01,0.007,0.068,-0.0541
2025-07-01,AFL,-0.05,0.007,0.068,-0.0541
2025-08-01,AFL,0.07,0.007,0.068,-0.0541
2025-09-01,AFL,0.0007,0.007,0.068,-0.0541
2024-08-01,AIG,-0.02,-0.0005,0.0503,-0.0513
2024-09-01,AIG,-0.05,-0.0005,0.0503,-0.0513
2024-10-01,AIG,0.03,-0.0005,0.0503,-0.0513
2024-11-01,AIG,0.01,-0.0005,0.0503,-0.0513
2024-12-01,AIG,-0.05,-0.0005,0.0503,-0.0513
2025-01-01,AIG,0.01,-0.0005,0.0503,-0.0513
2025-02-01,AIG,0.11,-0.0005,0.0503,-0.0513
2025-03-01,AIG,0.04,-0.0005,0.0503,-0.0513
2025-04-01,AIG,-0.06,-0.0005,0.0503,-0.0513
2025-05-01,AIG,0.03,-0.0005,0.0503,-0.0513
2025-06-01,AIG,0.01,-0.0005,0.0503,-0.0513
2025-07-01,AIG,-0.09,-0.0005,0.0503,-0.0513
2025-08-01,AIG,0.04,-0.0005,0.0503,-0.0513
2025-09-01,AIG,-0.02,-0.0005,0.0503,-0.0513
2024-08-01,AIZ,0.11,0.0159,0.0895,-0.0578
2024-09-01,AIZ,0.01,0.0159,0.0895,-0.0578
2024-10-01,AIZ,-0.03,0.0159,0.0895,-0.0578
2024-11-01,AIZ,0.16,0.0159,0.0895,-0.0578
2024-12-01,AIZ,-0.06,0.0159,0.0895,-0.0578
2025-01-01,AIZ,0.0092,0.0159,0.0895,-0.0578
2025-02-01,AIZ,-0.03,0.0159,0.0895,-0.0578
2025-03-01,AIZ,0.0089,0.0159,0.0895,-0.0578
2025-04-01,AIZ,-0.08,0.0159,0.0895,-0.0578
2025-05-01,AIZ,0.05,0.0159,0.0895,-0.0578
2025-06-01,AIZ,-0.02,0.0159,0.0895,-0.0578
2025-07-01,AIZ,-0.05,0.0159,0.0895,-0.0578
2025-08-01,AIZ,0.14,0.0159,0.0895,-0.0578
2025-09-01,AIZ,-0.02,0.0159,0.0895,-0.0578
2024-08-01,AJG,0.03,0.0046,0.0747,-0.0655
2024-09-01,AJG,-0.03,0.0046,0.0747,-0.0655
2024-10-01,AJG,-0.0006,0.0046,0.0747,-0.0655
2024-11-01,AJG,0.1,0.0046,0.0747,-0.0655
2024-12-01,AJG,-0.09,0.0046,0.0747,-0.0655
2025-01-01,AJG,0.06,0.0046,0.0747,-0.0655
2025-02-01,AJG,0.11,0.0046,0.0747,-0.0655
2025-03-01,AJG,0.02,0.0046,0.0747,-0.0655
2025-04-01,AJG,-0.07,0.0046,0.0747,-0.0655
2025-05-01,AJG,0.08,0.0046,0.0747,-0.0655
2025-06-01,AJG,-0.08,0.0046,0.0747,-0.0655
2025-07-01,AJG,-0.1,0.0046,0.0747,-0.0655
2025-08-01,AJG,0.05,0.0046,0.0747,-0.0655
2025-09-01,AJG,-0.01,0.0046,0.0747,-0.0655
2024-08-01,AKAM,0.03,-0.016,0.046,-0.0781
2024-09-01,AKAM,-0.0088,-0.016,0.046,-0.0781
2024-10-01,AKAM,0.0013,-0.016,0.046,-0.0781
2024-11-01,AKAM,-0.07,-0.016,0.046,-0.0781
2024-12-01,AKAM,0.01,-0.016,0.046,-0.0781
2025-01-01,AKAM,0.04,-0.016,0.046,-0.0781
2025-02-01,AKAM,-0.21,-0.016,0.046,-0.0781
2025-03-01,AKAM,-0.0022,-0.016,0.046,-0.0781
2025-04-01,AKAM,0.001,-0.016,0.046,-0.0781
2025-05-01,AKAM,-0.05,-0.016,0.046,-0.0781
2025-06-01,AKAM,0.04,-0.016,0.046,-0.0781
2025-07-01,AKAM,-0.04,-0.016,0.046,-0.0781
2025-08-01,AKAM,0.03,-0.016,0.046,-0.0781
2025-09-01,AKAM,-0.0072,-0.016,0.046,-0.0781
2024-08-01,ALB,-0.03,-0.0077,0.1097,-0.1252
2024-09-01,ALB,0.04,-0.0077,0.1097,-0.1252
2024-10-01,ALB,0.0002,-0.0077,0.1097,-0.1252
2024-11-01,ALB,0.12,-0.0077,0.1097,-0.1252
2024-12-01,ALB,-0.22,-0.0077,0.1097,-0.1252
2025-01-01,ALB,-0.02,-0.0077,0.1097,-0.1252
2025-02-01,ALB,-0.08,-0.0077,0.1097,-0.1252
2025-03-01,ALB,-0.06,-0.0077,0.1097,-0.1252
2025-04-01,ALB,-0.2,-0.0077,0.1097,-0.1252
2025-05-01,ALB,-0.04,-0.0077,0.1097,-0.1252
2025-06-01,ALB,0.11,-0.0077,0.1097,-0.1252
2025-07-01,ALB,0.07,-0.0077,0.1097,-0.1252
2025-08-01,ALB,0.22,-0.0077,0.1097,-0.1252
2025-09-01,ALB,-0.04,-0.0077,0.1097,-0.1252
2024-08-01,ALGN,0.02,-0.0426,0.1011,-0.1864
2024-09-01,ALGN,0.06,-0.0426,0.1011,-0.1864
2024-10-01,ALGN,-0.21,-0.0426,0.1011,-0.1864
2024-11-01,ALGN,0.12,-0.0426,0.1011,-0.1864
2024-12-01,ALGN,-0.11,-0.0426,0.1011,-0.1864
2025-01-01,ALGN,0.04,-0.0426,0.1011,-0.1864
2025-02-01,ALGN,-0.15,-0.0426,0.1011,-0.1864
2025-03-01,ALGN,-0.16,-0.0426,0.1011,-0.1864
2025-04-01,ALGN,0.08,-0.0426,0.1011,-0.1864
2025-05-01,ALGN,0.04,-0.0426,0.1011,-0.1864
2025-06-01,ALGN,0.04,-0.0426,0.1011,-0.1864
2025-07-01,ALGN,-0.38,-0.0426,0.1011,-0.1864
2025-08-01,ALGN,0.09,-0.0426,0.1011,-0.1864
2025-09-01,ALGN,-0.02,-0.0426,0.1011,-0.1864
2024-08-01,ALL,0.09,0.0112,0.0582,-0.0357
2024-09-01,ALL,0.0038,0.0112,0.0582,-0.0357
2024-10-01,ALL,-0.01,0.0112,0.0582,-0.0357
2024-11-01,ALL,0.1,0.0112,0.0582,-0.0357
2024-12-01,ALL,-0.07,0.0112,0.0582,-0.0357
2025-01-01,ALL,-0.0024,0.0112,0.0582,-0.0357
2025-02-01,ALL,0.03,0.0112,0.0582,-0.0357
2025-03-01,ALL,0.03,0.0112,0.0582,-0.0357
2025-04-01,ALL,-0.04,0.0112,0.0582,-0.0357
2025-05-01,ALL,0.05,0.0112,0.0582,-0.0357
2025-06-01,ALL,-0.04,0.0112,0.0582,-0.0357
2025-07-01,ALL,0.0096,0.0112,0.0582,-0.0357
2025-08-01,ALL,0.001,0.0112,0.0582,-0.0357
2025-09-01,ALL,-0.0095,0.0112,0.0582,-0.0357
2024-08-01,ALLE,0.01,0.0147,0.0638,-0.0343
2024-09-01,ALLE,0.04,0.0147,0.0638,-0.0343
2024-10-01,ALLE,-0.04,0.0147,0.0638,-0.0343
2024-11-01,ALLE,0.0086,0.0147,0.0638,-0.0343
2024-12-01,ALLE,-0.07,0.0147,0.0638,-0.0343
2025-01-01,ALLE,0.01,0.0147,0.0638,-0.0343
2025-02-01,ALLE,-0.03,0.0147,0.0638,-0.0343
2025-03-01,ALLE,0.01,0.0147,0.0638,-0.0343
2025-04-01,ALLE,0.06,0.0147,0.0638,-0.0343
2025-05-01,ALLE,0.02,0.0147,0.0638,-0.0343
2025-06-01,ALLE,0.0099,0.0147,0.0638,-0.0343
2025-07-01,ALLE,0.14,0.0147,0.0638,-0.0343
2025-08-01,ALLE,0.02,0.0147,0.0638,-0.0343
2025-09-01,ALLE,0.01,0.0147,0.0638,-0.0343
2024-08-01,AMAT,-0.07,-0.0213,0.0583,-0.1009
2024-09-01,AMAT,0.02,-0.0213,0.0583,-0.1009
2024-10-01,AMAT,-0.1,-0.0213,0.0583,-0.1009
2024-11-01,AMAT,-0.03,-0.0213,0.0583,-0.1009
2024-12-01,AMAT,-0.07,-0.0213,0.0583,-0.1009
2025-01-01,AMAT,0.1,-0.0213,0.0583,-0.1009
2025-02-01,AMAT,-0.13,-0.0213,0.0583,-0.1009
2025-03-01,AMAT,-0.08,-0.0213,0.0583,-0.1009
2025-04-01,AMAT,0.03,-0.0213,0.0583,-0.1009
2025-05-01,AMAT,0.03,-0.0213,0.0583,-0.1009
2025-06-01,AMAT,0.15,-0.0213,0.0583,-0.1009
2025-07-01,AMAT,-0.01,-0.0213,0.0583,-0.1009
2025-08-01,AMAT,-0.11,-0.0213,0.0583,-0.1009
2025-09-01,AMAT,0.01,-0.0213,0.0583,-0.1009
2024-08-01,AMCR,0.08,-0.0151,0.0352,-0.0654
2024-09-01,AMCR,-0.0097,-0.0151,0.0352,-0.0654
2024-10-01,AMCR,-0.01,-0.0151,0.0352,-0.0654
2024-11-01,AMCR,-0.04,-0.0151,0.0352,-0.0654
2024-12-01,AMCR,-0.12,-0.0151,0.0352,-0.0654
2025-01-01,AMCR,0.03,-0.0151,0.0352,-0.0654
2025-02-01,AMCR,0.04,-0.0151,0.0352,-0.0654
2025-03-01,AMCR,-0.04,-0.0151,0.0352,-0.0654
2025-04-01,AMCR,-0.05,-0.0151,0.0352,-0.0654
2025-05-01,AMCR,-0.0098,-0.0151,0.0352,-0.0654
2025-06-01,AMCR,0.0087,-0.0151,0.0352,-0.0654
2025-07-01,AMCR,0.01,-0.0151,0.0352,-0.0654
2025-08-01,AMCR,-0.08,-0.0151,0.0352,-0.0654
2025-09-01,AMCR,-0.03,-0.0151,0.0352,-0.0654
2024-08-01,AMD,0.02,0.0063,0.1259,-0.1132
2024-09-01,AMD,0.09,0.0063,0.1259,-0.1132
2024-10-01,AMD,-0.13,0.0063,0.1259,-0.1132
2024-11-01,AMD,-0.04,0.0063,0.1259,-0.1132
2024-12-01,AMD,-0.12,0.0063,0.1259,-0.1132
2025-01-01,AMD,-0.04,0.0063,0.1259,-0.1132
2025-02-01,AMD,-0.14,0.0063,0.1259,-0.1132
2025-03-01,AMD,0.02,0.0063,0.1259,-0.1132
2025-04-01,AMD,-0.05,0.0063,0.1259,-0.1132
2025-05-01,AMD,0.12,0.0063,0.1259,-0.1132
2025-06-01,AMD,0.24,0.0063,0.1259,-0.1132
2025-07-01,AMD,0.21,0.0063,0.1259,-0.1132
2025-08-01,AMD,-0.08,0.0063,0.1259,-0.1132
2025-09-01,AMD,-0.07,0.0063,0.1259,-0.1132
2024-08-01,AME,-0.01,0.0043,0.0463,-0.0377
2024-09-01,AME,0.0039,0.0043,0.0463,-0.0377
2024-10-01,AME,0.06,0.0043,0.0463,-0.0377
2024-11-01,AME,0.05,0.0043,0.0463,-0.0377
2024-12-01,AME,-0.07,0.0043,0.0463,-0.0377
2025-01-01,AME,0.02,0.0043,0.0463,-0.0377
2025-02-01,AME,0.02,0.0043,0.0463,-0.0377
2025-03-01,AME,-0.09,0.0043,0.0463,-0.0377
2025-04-01,AME,-0.01,0.0043,0.0463,-0.0377
2025-05-01,AME,0.05,0.0043,0.0463,-0.0377
2025-06-01,AME,0.01,0.0043,0.0463,-0.0377
2025-07-01,AME,0.02,0.0043,0.0463,-0.0377
2025-08-01,AME,-0.0003,0.0043,0.0463,-0.0377
2025-09-01,AME,0.01,0.0043,0.0463,-0.0377
2024-08-01,AMGN,0.0041,-0.0102,0.0447,-0.0652
2024-09-01,AMGN,-0.03,-0.0102,0.0447,-0.0652
2024-10-01,AMGN,-0.0064,-0.0102,0.0447,-0.0652
2024-11-01,AMGN,-0.12,-0.0102,0.0447,-0.0652
2024-12-01,AMGN,-0.08,-0.0102,0.0447,-0.0652
2025-01-01,AMGN,0.09,-0.0102,0.0447,-0.0652
2025-02-01,AMGN,0.07,-0.0102,0.0447,-0.0652
2025-03-01,AMGN,0.01,-0.0102,0.0447,-0.0652
2025-04-01,AMGN,-0.06,-0.0102,0.0447,-0.0652
2025-05-01,AMGN,-0.0095,-0.0102,0.0447,-0.0652
2025-06-01,AMGN,-0.03,-0.0102,0.0447,-0.0652
2025-07-01,AMGN,0.05,-0.0102,0.0447,-0.0652
2025-08-01,AMGN,-0.02,-0.0102,0.0447,-0.0652
2025-09-01,AMGN,-0.01,-0.0102,0.0447,-0.0652
2024-08-01,AMP,0.04,0.0123,0.0696,-0.0451
2024-09-01,AMP,0.04,0.0123,0.0696,-0.0451
2024-10-01,AMP,0.08,0.0123,0.0696,-0.0451
2024-11-01,AMP,0.11,0.0123,0.0696,-0.0451
2024-12-01,AMP,-0.07,0.0123,0.0696,-0.0451
2025-01-01,AMP,0.02,0.0123,0.0696,-0.0451
2025-02-01,AMP,-0.01,0.0123,0.0696,-0.0451
2025-03-01,AMP,-0.1,0.0123,0.0696,-0.0451
2025-04-01,AMP,-0.02,0.0123,0.0696,-0.0451
2025-05-01,AMP,0.07,0.0123,0.0696,-0.0451
2025-06-01,AMP,0.04,0.0123,0.0696,-0.0451
2025-07-01,AMP,-0.02,0.0123,0.0696,-0.0451
2025-08-01,AMP,-0.0065,0.0123,0.0696,-0.0451
2025-09-01,AMP,-0.05,0.0123,0.0696,-0.0451
2024-08-01,AMT,0.01,-0.0089,0.0476,-0.0654
2024-09-01,AMT,0.03,-0.0089,0.0476,-0.0654
2024-10-01,AMT,-0.08,-0.0089,0.0476,-0.0654
2024-11-01,AMT,-0.02,-0.0089,0.0476,-0.0654
2024-12-01,AMT,-0.13,-0.0089,0.0476,-0.0654
2025-01-01,AMT,0.0084,-0.0089,0.0476,-0.0654
2025-02-01,AMT,0.1,-0.0089,0.0476,-0.0654
2025-03-01,AMT,0.05,-0.0089,0.0476,-0.0654
2025-04-01,AMT,0.03,-0.0089,0.0476,-0.0654
2025-05-01,AMT,-0.04,-0.0089,0.0476,-0.0654
2025-06-01,AMT,0.02,-0.0089,0.0476,-0.0654
2025-07-01,AMT,-0.05,-0.0089,0.0476,-0.0654
2025-08-01,AMT,-0.02,-0.0089,0.0476,-0.0654
2025-09-01,AMT,-0.02,-0.0089,0.0476,-0.0654
2024-08-01,AMZN,-0.04,0.0145,0.0811,-0.052
2024-09-01,AMZN,0.04,0.0145,0.0811,-0.052
